MutationSymbol,MutationGeneID,RegulatorSymbol,RegulonRegulator,RegulatorType,Regulon,MutationRegulatorEdge,MutationRegulonEdge,SpearmanCorrelationTFAndEigenGene,RMST_diff_UnderActiveMinusOverActiveMGMTUnMeth,RMST_diff_UnderActiveMinusOverActiveMGMTMeth,Cox_HR_Training,IfCancerDriverMutation,IfDETFForTCGAGBM,IfCRISPR-Cas9SignificantTF,RNAiTFGeneEssentialityAchilles,Drug,DrugMechOfAction,TargetSymbol,DrugTarget,Miner_Target_Type,DrugTrialPhaseGBM,Cancer_PhaseIV
TP53,ENSG00000141510,CEBPB,ENSG00000172216,TF,457,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,SARILUMAB,Interleukin-6 receptor alpha subunit antagonist,IL6R,ENSG00000160712,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPB,ENSG00000172216,TF,457,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,TOCILIZUMAB,Interleukin-6 receptor alpha subunit inhibitor,IL6R,ENSG00000160712,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,ELF1,ENSG00000120690,TF,505,-1,-2.511669866,0.602234664,343.9324009,-4.406926407,2.302563163,yes,yes,#N/A,-0.057585056,SARILUMAB,Interleukin-6 receptor alpha subunit antagonist,IL6R,ENSG00000160712,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,ELF1,ENSG00000120690,TF,505,-1,-2.511669866,0.602234664,343.9324009,-4.406926407,2.302563163,yes,yes,#N/A,-0.057585056,TOCILIZUMAB,Interleukin-6 receptor alpha subunit inhibitor,IL6R,ENSG00000160712,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,HLX,ENSG00000136630,TF,652,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,SARILUMAB,Interleukin-6 receptor alpha subunit antagonist,IL6R,ENSG00000160712,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,HLX,ENSG00000136630,TF,652,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,TOCILIZUMAB,Interleukin-6 receptor alpha subunit inhibitor,IL6R,ENSG00000160712,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,JUN,ENSG00000177606,TF,245,-1,-4.139912642,0.395463171,660.7619048,377.3,3.556010705,yes,#N/A,#N/A,-0.209271379,RIBAVIRIN,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,IMPDH1,ENSG00000106348,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,JUN,ENSG00000177606,TF,245,-1,-4.139912642,0.395463171,660.7619048,377.3,3.556010705,yes,#N/A,#N/A,-0.209271379,THIOGUANINE,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,IMPDH1,ENSG00000106348,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,JUN,ENSG00000177606,TF,245,-1,-5.997395483,0.395463171,660.7619048,377.3,3.556010705,yes,#N/A,#N/A,-0.209271379,RIBAVIRIN,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,IMPDH1,ENSG00000106348,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,JUN,ENSG00000177606,TF,245,-1,-5.997395483,0.395463171,660.7619048,377.3,3.556010705,yes,#N/A,#N/A,-0.209271379,THIOGUANINE,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,IMPDH1,ENSG00000106348,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,JUN,ENSG00000177606,TF,245,1,2.500531788,0.395463171,660.7619048,377.3,3.556010705,yes,#N/A,#N/A,-0.209271379,RIBAVIRIN,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,IMPDH1,ENSG00000106348,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,JUN,ENSG00000177606,TF,245,1,2.500531788,0.395463171,660.7619048,377.3,3.556010705,yes,#N/A,#N/A,-0.209271379,THIOGUANINE,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,IMPDH1,ENSG00000106348,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1486,-1,2.969062175,-0.47435886,633.8677419,110.35,4.317879409,yes,#N/A,#N/A,,RIBAVIRIN,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,IMPDH1,ENSG00000106348,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1486,-1,2.969062175,-0.47435886,633.8677419,110.35,4.317879409,yes,#N/A,#N/A,,THIOGUANINE,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,IMPDH1,ENSG00000106348,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAFB,ENSG00000204103,TF,445,-1,-2.189129275,0.8411072,240.0698215,238.3636364,2.040417324,,yes,#N/A,0.043239717,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,SOX2,ENSG00000181449,TF,549,1,-2.213351702,-0.35575208,332.8600668,98.45416667,2.534978112,,yes,#N/A,-0.076876257,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MEF2A,ENSG00000068305,TF,480,-1,-2.222454042,0.494010097,353.2533386,79.89384921,2.333677379,,yes,#N/A,0.04207445,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAFB,ENSG00000204103,TF,436,-1,-2.172241043,0.812814349,381.872549,79.6713352,2.470220159,,yes,#N/A,0.043239717,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPA,ENSG00000245848,TF,290,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPB,ENSG00000172216,TF,457,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAF,ENSG00000178573,TF,154,-1,-2.191501875,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,SOX2,ENSG00000181449,TF,555,1,-3.324662149,-0.553812371,133.9961538,283.9916667,2.151485062,yes,yes,#N/A,-0.076876257,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,SOX2,ENSG00000181449,TF,549,1,-2.25647884,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,THRA,ENSG00000126351,TF,4,1,-2.592200444,-0.377760894,433.3660131,91.29747899,2.567828209,yes,yes,#N/A,0.083365205,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRDM1,ENSG00000057657,TF,98,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,HLX,ENSG00000136630,TF,652,-1,-2.520929955,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,NFIB,ENSG00000147862,TF,0,1,-2.375391584,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,SOX11,ENSG00000176887,TF,1095,1,-2.634850089,-0.328058655,194.6217949,-190.8,2.01517344,yes,#N/A,yes,0.005689796,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,PRDM1,ENSG00000057657,TF,98,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,,#N/A,#N/A,-0.198188755,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,SOX2,ENSG00000181449,TF,555,1,-3.424753544,-0.553812371,133.9961538,283.9916667,2.151485062,yes,yes,#N/A,-0.076876257,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,SOX2,ENSG00000181449,TF,549,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,THRA,ENSG00000126351,TF,4,1,-2.384368228,-0.377760894,433.3660131,91.29747899,2.567828209,yes,yes,#N/A,0.083365205,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRDM1,ENSG00000057657,TF,98,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,NF1,ENSG00000196712,TF,24,1,-2.353939544,-0.333435561,318.3952703,-19.6031746,2.543790594,yes,#N/A,#N/A,0.117624951,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,NFIB,ENSG00000147862,TF,0,1,-2.522357519,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,SOX11,ENSG00000176887,TF,1095,1,-3.022124151,-0.328058655,194.6217949,-190.8,2.01517344,yes,#N/A,yes,0.005689796,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,MAFB,ENSG00000204103,TF,445,1,2.990821944,0.8411072,240.0698215,238.3636364,2.040417324,,yes,#N/A,0.043239717,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,MAFB,ENSG00000204103,TF,436,1,2.943336999,0.812814349,381.872549,79.6713352,2.470220159,,yes,#N/A,0.043239717,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPA,ENSG00000245848,TF,290,1,2.947923378,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPA,ENSG00000245848,TF,293,1,2.820355873,0.456015837,358.9178295,7.111111111,2.33843083,,yes,#N/A,-0.068933334,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPB,ENSG00000172216,TF,457,1,2.869876094,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,MAF,ENSG00000178573,TF,154,1,3.015666237,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,HLX,ENSG00000136630,TF,652,1,2.993138216,0.560775682,358.4192377,-29.88888889,2.45227828,,yes,#N/A,-0.017328457,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX2,ENSG00000181449,TF,555,-1,3.392877353,-0.553812371,133.9961538,283.9916667,2.151485062,yes,yes,#N/A,-0.076876257,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,MAFB,ENSG00000204103,TF,445,1,3.629377207,0.8411072,240.0698215,238.3636364,2.040417324,yes,yes,#N/A,0.043239717,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX2,ENSG00000181449,TF,549,-1,2.577714787,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,MEF2A,ENSG00000068305,TF,480,1,2.450562045,0.494010097,353.2533386,79.89384921,2.333677379,yes,yes,#N/A,0.04207445,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,MAFB,ENSG00000204103,TF,436,1,2.425771725,0.812814349,381.872549,79.6713352,2.470220159,yes,yes,#N/A,0.043239717,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,PRDM1,ENSG00000057657,TF,98,1,2.574187494,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,KLF4,ENSG00000136826,TF,212,1,2.350563794,0.338006127,296.3229942,53.15,2.242015631,yes,#N/A,yes,-0.177556715,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPA,ENSG00000245848,TF,290,1,2.404370699,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPA,ENSG00000245848,TF,293,1,3.105165775,0.456015837,358.9178295,7.111111111,2.33843083,yes,yes,#N/A,-0.068933334,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,CEBPB,ENSG00000172216,TF,457,1,2.430445551,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,HLX,ENSG00000136630,TF,652,1,2.736500385,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,NFIB,ENSG00000147862,TF,0,-1,2.492709698,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX11,ENSG00000176887,TF,1095,-1,3.4034442,-0.328058655,194.6217949,-190.8,2.01517344,yes,#N/A,yes,0.005689796,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,MAFB,ENSG00000204103,TF,436,-1,-2.5274087,0.812814349,381.872549,79.6713352,2.470220159,yes,yes,#N/A,0.043239717,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPA,ENSG00000245848,TF,290,-1,-2.51682908,0.704293335,342.0358974,37.64384921,2.286965386,yes,yes,#N/A,-0.068933334,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPA,ENSG00000245848,TF,293,-1,-1.982768616,0.456015837,358.9178295,7.111111111,2.33843083,yes,yes,#N/A,-0.068933334,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,CEBPB,ENSG00000172216,TF,457,-1,-2.638430282,0.732438516,353.0517024,-4.406926407,2.36389902,yes,#N/A,#N/A,-0.045695074,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,MAF,ENSG00000178573,TF,154,-1,-2.628142723,0.626308901,336.0028045,-6.347826087,2.539916778,yes,#N/A,#N/A,-0.116063008,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,NF1,ENSG00000196712,TF,24,1,-2.338541186,-0.333435561,318.3952703,-19.6031746,2.543790594,yes,#N/A,#N/A,0.117624951,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,HLX,ENSG00000136630,TF,652,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,NFIB,ENSG00000147862,TF,0,1,-2.706090372,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
TP53,ENSG00000141510,SOX11,ENSG00000176887,TF,1095,1,-2.39939708,-0.328058655,194.6217949,-190.8,2.01517344,yes,#N/A,yes,0.005689796,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGA4,ENSG00000115232,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,SMAD1,ENSG00000170365,TF,1706,-1,-4.000202535,0.453661663,495.1095238,569.3555556,3.593167138,yes,yes,#N/A,0.003597326,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
DNAH5,ENSG00000039139,SMAD1,ENSG00000170365,TF,1706,1,2.192883842,0.453661663,495.1095238,569.3555556,3.593167138,,yes,#N/A,0.003597326,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
DNAH5,ENSG00000039139,BCL6,ENSG00000113916,TF,1523,1,2.159430899,0.341602951,401.1060345,181.8148148,3.211098735,,yes,yes,-0.15023748,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
GPR98,,SMAD1,ENSG00000170365,TF,1706,-1,-4.547191532,0.453661663,495.1095238,569.3555556,3.593167138,,yes,#N/A,0.003597326,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
GPR98,,MEF2A,ENSG00000068305,TF,481,-1,-4.151455272,0.643249466,446.9744841,352.1784512,3.105274451,,yes,#N/A,0.04207445,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
GPR98,,BCL6,ENSG00000113916,TF,1523,-1,-4.851964641,0.341602951,401.1060345,181.8148148,3.211098735,,yes,yes,-0.15023748,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
GPR98,,MAFB,ENSG00000204103,TF,438,-1,-4.869968563,0.517683823,500.5265152,159.6259259,3.755955568,,yes,#N/A,0.043239717,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
IDH1,ENSG00000138413,SMAD1,ENSG00000170365,TF,1706,-1,-8.764227556,0.453661663,495.1095238,569.3555556,3.593167138,yes,yes,#N/A,0.003597326,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
NF1,ENSG00000196712,MEF2A,ENSG00000068305,TF,481,1,4.342771626,0.643249466,446.9744841,352.1784512,3.105274451,yes,yes,#N/A,0.04207445,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
NF1,ENSG00000196712,MAFB,ENSG00000204103,TF,438,1,4.363931234,0.517683823,500.5265152,159.6259259,3.755955568,yes,yes,#N/A,0.043239717,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
PIK3CA,ENSG00000121879,BCL6,ENSG00000113916,TF,1523,1,2.146642273,0.341602951,401.1060345,181.8148148,3.211098735,yes,yes,yes,-0.15023748,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
SEMA3C,ENSG00000075223,SMAD1,ENSG00000170365,TF,1706,-1,-3.277387235,0.453661663,495.1095238,569.3555556,3.593167138,,yes,#N/A,0.003597326,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
SEMA3C,ENSG00000075223,BCL6,ENSG00000113916,TF,1523,-1,-3.273883394,0.341602951,401.1060345,181.8148148,3.211098735,,yes,yes,-0.15023748,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
TP53,ENSG00000141510,SMAD1,ENSG00000170365,TF,1706,-1,-3.545167951,0.453661663,495.1095238,569.3555556,3.593167138,yes,yes,#N/A,0.003597326,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
TP53,ENSG00000141510,MAFB,ENSG00000204103,TF,438,-1,-3.468401646,0.517683823,500.5265152,159.6259259,3.755955568,yes,yes,#N/A,0.043239717,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB3,ENSG00000259207,RegulonGene,Phase 2,#N/A
ATRX,ENSG00000085224,hsa-mir-551b,hsa-mir-551b,miRNA,3232,1,-3.294185758,-0.344726091,235.1390374,664.6,2.76390219,yes,#N/A,#N/A,,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB5,ENSG00000082781,RegulonGene,Phase 2,#N/A
ATRX,ENSG00000085224,hsa-mir-551b,hsa-mir-551b,miRNA,3118,1,-3.418568268,-0.392135484,230.04,458.047619,2.559816147,yes,#N/A,#N/A,,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB5,ENSG00000082781,RegulonGene,Phase 2,#N/A
GPR98,,TEAD4,ENSG00000197905,TF,1302,-1,-4.658428385,0.320363837,144.8804348,734.2166667,2.241500485,,yes,yes,-0.032367307,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB5,ENSG00000082781,RegulonGene,Phase 2,#N/A
GPR98,,BACH1,ENSG00000156273,TF,3118,-1,-4.485143062,0.594262478,230.04,458.047619,2.559816147,,#N/A,#N/A,-0.087227094,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB5,ENSG00000082781,RegulonGene,Phase 2,#N/A
NF1,ENSG00000196712,TEAD4,ENSG00000197905,TF,1302,1,2.922315641,0.320363837,144.8804348,734.2166667,2.241500485,yes,yes,yes,-0.032367307,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB5,ENSG00000082781,RegulonGene,Phase 2,#N/A
NF1,ENSG00000196712,BACH1,ENSG00000156273,TF,3118,1,2.85111677,0.594262478,230.04,458.047619,2.559816147,yes,#N/A,#N/A,-0.087227094,CILENGITIDE,Integrin alpha-V/beta-3 antagonist,ITGB5,ENSG00000082781,RegulonGene,Phase 2,#N/A
AHNAK2,ENSG00000185567,MEF2A,ENSG00000068305,TF,480,-1,-2.222454042,0.494010097,353.2533386,79.89384921,2.333677379,,yes,#N/A,0.04207445,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGB7,ENSG00000139626,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,IRF2,ENSG00000168310,TF,700,-1,-2.224624352,0.530384164,336.4917719,79.89384921,2.422939142,,#N/A,#N/A,-0.082248802,VEDOLIZUMAB,Integrin alpha-4/beta-7 inhibitor,ITGB7,ENSG00000139626,RegulonGene,#N/A,AntiCancerPhaseIV
