MutationSymbol,MutationGeneID,RegulatorType,MutationRegulatorEdge,MutationRegulonEdge,SpearmanCorrelationTFAndEigenGene,RMST_diff_UnderActiveMinusOverActiveMGMTUnMeth,RMST_diff_UnderActiveMinusOverActiveMGMTMeth,Cox_HR_Training,IfCancerDriverMutation,IfDETFForTCGAGBM,IfCRISPR-Cas9SignificantTF,RNAiTFGeneEssentialityAchilles,Drug,DrugMechOfAction,Miner_Target_Type,DrugTrialPhaseGBM,Cancer_PhaseIV,DrugTargetAll,DrugRegulonAll,DrugRegulonOverActive,DrugRegulonUnderActive,DrugProgramAll,DrugProgramOverActive,DrugProgramUnderActive
TP53,ENSG00000141510,TF,-1,-2.511669866,0.602234664,343.9324009,-4.406926407,2.302563163,yes,yes,#N/A,-0.057585056,NAPROXEN,Cyclooxygenase inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.511669866,0.602234664,343.9324009,-4.406926407,2.302563163,yes,yes,#N/A,-0.057585056,PARECOXIB,Cyclooxygenase-2 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.511669866,0.602234664,343.9324009,-4.406926407,2.302563163,yes,yes,#N/A,-0.057585056,ROFECOXIB,Cyclooxygenase-2 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,ACETAMINOPHEN,Cyclooxygenase inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,DEXKETOPROFEN,Cyclooxygenase inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,DICLOFENAC,Cyclooxygenase inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,ETORICOXIB,Cyclooxygenase-2 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,FLURBIPROFEN,Cyclooxygenase inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,INDOMETHACIN,Cyclooxygenase inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,KETOROLAC,Cyclooxygenase inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,NAPROXEN,Cyclooxygenase inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,PARECOXIB,Cyclooxygenase-2 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,ROFECOXIB,Cyclooxygenase-2 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,PTGS2,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",NA,"34,98,290,378,402,457,480,505,536,549,623,652,700,787",2,NA,2
TP53,ENSG00000141510,TF,1,3.307806404,0.631273234,-247.5424837,80.725,-2.269416207,yes,#N/A,#N/A,-0.053208317,REGORAFENIB,Discoidin domain-containing receptor 2 inhibitor,RegulonGene,Phase 1,AntiCancerPhaseIV,"DDR2,FGFR1,RAF1","53,127,422,448,1889,2052,2837",1889,NA,"33,64,174",64,NA
TP53,ENSG00000141510,TF,1,3.307806404,0.631273234,-247.5424837,80.725,-2.269416207,yes,#N/A,#N/A,-0.053208317,SORAFENIB,Serine/threonine-protein kinase RAF inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,RAF1,1889,1889,NA,64,64,NA
ATRX,ENSG00000085224,TF,1,4.320608964,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,LIDOCAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
ATRX,ENSG00000085224,TF,1,4.320608964,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,ORPHENADRINE,Histamine H1 receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
ATRX,ENSG00000085224,TF,1,4.320608964,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,RILUZOLE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
ATRX,ENSG00000085224,TF,1,4.320608964,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,ROPIVACAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
ATRX,ENSG00000085224,TF,1,4.320608964,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
ATRX,ENSG00000085224,TF,1,4.884845517,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,LIDOCAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
ATRX,ENSG00000085224,TF,1,4.884845517,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,ORPHENADRINE,Histamine H1 receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
ATRX,ENSG00000085224,TF,1,4.884845517,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,RILUZOLE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
ATRX,ENSG00000085224,TF,1,4.884845517,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,ROPIVACAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
ATRX,ENSG00000085224,TF,1,4.884845517,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
EGFR,ENSG00000146648,TF,-1,-3.79990008,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,LIDOCAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
EGFR,ENSG00000146648,TF,-1,-3.79990008,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,ORPHENADRINE,Histamine H1 receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
EGFR,ENSG00000146648,TF,-1,-3.79990008,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,RILUZOLE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
EGFR,ENSG00000146648,TF,-1,-3.79990008,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,ROPIVACAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
EGFR,ENSG00000146648,TF,-1,-3.79990008,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
IDH1,ENSG00000138413,TF,1,8.802595253,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,LIDOCAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
IDH1,ENSG00000138413,TF,1,8.802595253,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,ORPHENADRINE,Histamine H1 receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
IDH1,ENSG00000138413,TF,1,8.802595253,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,RILUZOLE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
IDH1,ENSG00000138413,TF,1,8.802595253,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,ROPIVACAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
IDH1,ENSG00000138413,TF,1,8.802595253,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
IDH1,ENSG00000138413,TF,1,9.941010032,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,LIDOCAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
IDH1,ENSG00000138413,TF,1,9.941010032,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,ORPHENADRINE,Histamine H1 receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
IDH1,ENSG00000138413,TF,1,9.941010032,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,RILUZOLE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
IDH1,ENSG00000138413,TF,1,9.941010032,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,ROPIVACAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
IDH1,ENSG00000138413,TF,1,9.941010032,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
NF1,ENSG00000196712,TF,-1,-3.763917194,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,LIDOCAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
NF1,ENSG00000196712,TF,-1,-3.763917194,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,ORPHENADRINE,Histamine H1 receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
NF1,ENSG00000196712,TF,-1,-3.763917194,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,RILUZOLE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
NF1,ENSG00000196712,TF,-1,-3.763917194,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,ROPIVACAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
NF1,ENSG00000196712,TF,-1,-3.763917194,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
RB1,ENSG00000139687,TF,-1,-2.810508688,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,LIDOCAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
RB1,ENSG00000139687,TF,-1,-2.810508688,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,ORPHENADRINE,Histamine H1 receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
RB1,ENSG00000139687,TF,-1,-2.810508688,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,RILUZOLE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
RB1,ENSG00000139687,TF,-1,-2.810508688,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,ROPIVACAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
RB1,ENSG00000139687,TF,-1,-2.810508688,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
TP53,ENSG00000141510,TF,1,4.159930362,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,LIDOCAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
TP53,ENSG00000141510,TF,1,4.159930362,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,ORPHENADRINE,Histamine H1 receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
TP53,ENSG00000141510,TF,1,4.159930362,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,RILUZOLE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
TP53,ENSG00000141510,TF,1,4.159930362,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,ROPIVACAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
TP53,ENSG00000141510,TF,1,4.159930362,0.808748524,-201.1741014,91.25714286,-2.287509564,yes,yes,#N/A,-0.085058244,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
TP53,ENSG00000141510,TF,1,3.862670451,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,LIDOCAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
TP53,ENSG00000141510,TF,1,3.862670451,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,ORPHENADRINE,Histamine H1 receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
TP53,ENSG00000141510,TF,1,3.862670451,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,RILUZOLE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
TP53,ENSG00000141510,TF,1,3.862670451,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,ROPIVACAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
TP53,ENSG00000141510,TF,1,3.862670451,0.647913901,-287.7298174,57.73333333,-2.440188642,yes,#N/A,#N/A,-0.212169935,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
ATRX,ENSG00000085224,TF,-1,2.710301123,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,LIDOCAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
ATRX,ENSG00000085224,TF,-1,2.710301123,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,ORPHENADRINE,Histamine H1 receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
ATRX,ENSG00000085224,TF,-1,2.710301123,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,RILUZOLE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
ATRX,ENSG00000085224,TF,-1,2.710301123,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,ROPIVACAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
ATRX,ENSG00000085224,TF,-1,2.710301123,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
IDH1,ENSG00000138413,TF,-1,3.694229497,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,LIDOCAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
