PCA_1VarRembrandtWithinCoherentMembers,PCA_1RandomPValRembrandtWithinCoherentMembers,PCA_1RandomPValNonMemberRembrandtWithinCoherentMembers,PCA_1VarFrenchWithinCoherentMembers,PCA_1RandomPValFrenchWithinCoherentMembers,PCA_1RandomPValNonMemberFrenchWithinCoherentMembers,PCA_1VarIvyAtlasWithinCoherentMembers,PCA_1RandomPValIvyAtlasWithinCoherentMembers,PCA_1RandomPValNonMemberIvyAtlasWithinCoherentMembers,PCA_1VarGSE7696WithinCoherentMembers,PCA_1RandomPValGSE7696WithinCoherentMembers,PCA_1RandomPValNonMemberGSE7696WithinCoherentMembers,PCA_1VarTrainingWithinCoherentMembers,PCA_1RandomPValTrainingWithinCoherentMembers,PCA_1RandomPValNonMemberTrainingWithinCoherentMembers,Mutation,MutationType,RegulatorType,MutationReg_pvalWithinCoherentMembers,MutationEigenGene_pvalWithinCoherentMembers,MutationEigenGene_tstatWithinCoherentMembers,Fraction_of_edges_correctly_aligned,MutationReg_Pval_allPatients,MutationEigenGenePValAllPatients,Cox-HRFrench,Cox-p-valueFrench,Cox-HRGSE7696,Cox-p-valueGSE7696,Cox-HRRembrandt,Cox-p-valueRembrandt,Cox_HR_Training,Cox-p-value-training,SelfSufficiencyInGrowthSignals,InsensitivityToAntigrowthSignals,EvadingApoptosis,LimitlessReplicativePotential,SustainedAngiogenesis,TissueInvasionAndMetastasis,GenomeInstabilityAndMutation,TumorPromotingInflammation,ReprogrammingEnergyMetabolism,EvadingImmuneDetection,MutationRegulatorEdge,RegulonType,SpearmanCorrelationEigenGeneWithinCoherentMembers,SpearmanCorrelationPValEigenGeneWithinCoherentMembers,MutationEigenGene_tstat_allPatients,MutationSymbol,Regulator,RegulatorSymbol,Regulon_ID,MutationGeneID,RNAiTFGeneEssentialityAchilles,RMST_diff_InActiveOrDownRegMinusActiveMGMTUnMeth
0.67154596,0.001996008,0.001996008,0.745980985,0.001996008,0.001996008,0.688364737,0.001996008,0.001996008,0.724667463,0.001996008,0.001996008,0.775470824,0.001996008,0.001996008,SIGNALING_EVENTS_MEDIATED_BY_STEMCELLFACTORRECEPTOR,SomaticPathway,TF,0.569103583,0.405265021,0.843704962,1,0.048345776,0.047532518,6.531719708,6.50E-11,-1.971866501,0.048624848,4.907228969,9.24E-07,3.082231856,0.002054547,,,,,,,,,,,1,SignificantCoxHR,0.387377313,1.25E-06,1.999036977,SIGNALING,ENSG00000139083,ETV6,888,#N/A,-0.041281634,245.604828
0.66217306,0.001996008,0.001996008,0.633813524,0.001996008,0.001996008,0.658498167,0.001996008,0.001996008,0.746957837,0.001996008,0.001996008,0.693732973,0.001996008,0.001996008,ATRX_code_potential_somatic,SomaticGene,TF,0.683498115,0.032317129,-5.988386151,1,0.049849506,0.010719662,6.384487598,1.72E-10,-0.023052676,0.981608255,4.931982054,8.14E-07,2.120344583,0.033976996,,,,,,,,,,,-1,SignificantCoxHR,0.518789695,6.74E-15,-2.88671391,ATRX,ENSG00000139083,ETV6,885,ENSG00000085224,-0.041281634,75.75793651
0.66217306,0.001996008,0.001996008,0.633813524,0.001996008,0.001996008,0.658498167,0.001996008,0.001996008,0.746957837,0.001996008,0.001996008,0.693732973,0.001996008,0.001996008,NF1_code_potential_somatic,SomaticGeneMain,TF,0.112958076,0.145329718,1.631076749,0.75,0.004406538,1.94E-05,6.384487598,1.72E-10,-0.023052676,0.981608255,4.931982054,8.14E-07,2.120344583,0.033976996,,,,,,,,,,,1,SignificantCoxHR,0.518789695,6.74E-15,5.0614903,NF1,ENSG00000139083,ETV6,885,ENSG00000196712,-0.041281634,75.75793651
0.66217306,0.001996008,0.001996008,0.633813524,0.001996008,0.001996008,0.658498167,0.001996008,0.001996008,0.746957837,0.001996008,0.001996008,0.693732973,0.001996008,0.001996008,GPR98_code_potential_somatic,SomaticGene,TF,0.091228977,9.06E-19,-11.14103789,1,0.0379216,0.001178608,6.384487598,1.72E-10,-0.023052676,0.981608255,4.931982054,8.14E-07,2.120344583,0.033976996,,,,,,,,,,,-1,SignificantCoxHR,0.518789695,6.74E-15,-4.067864994,GPR98,ENSG00000139083,ETV6,885,#N/A,-0.041281634,75.75793651
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,CDC42_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.18813258,0.285859884,1.091901176,1,0.030614071,0.033797092,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.178408644,CDC42,ENSG00000139083,ETV6,889,ENSG00000070831,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,IL5_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.031711789,0.164800315,1.492162549,1,0.031046863,0.043046646,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.09823945,IL5,ENSG00000139083,ETV6,889,ENSG00000113525,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,TP53_code_potential_somatic,SomaticGeneMain,TF,0.39249366,0.195491005,-1.311828681,1,0.047859553,6.36E-05,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,-1,SignificantCoxHR,0.555375794,1.63E-13,-4.117762833,TP53,ENSG00000139083,ETV6,889,ENSG00000141510,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,EPHA2_FORWARD_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.015109489,0.132879011,1.610130934,1,0.008193992,0.01876379,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.458286374,EPHA2,ENSG00000139083,ETV6,889,ENSG00000142627,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,IL3_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.031711789,0.164800315,1.492162549,1,0.031046863,0.043046646,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.09823945,IL3,ENSG00000139083,ETV6,889,ENSG00000164399,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,ERBB4_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.015109489,0.132879011,1.610130934,1,0.008778708,0.02342628,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.363864133,ERBB4,ENSG00000139083,ETV6,889,ENSG00000178568,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,NF1_code_potential_somatic,SomaticGeneMain,TF,0.491122971,0.545206714,0.654667358,0.75,0.004406538,0.030107583,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.293555678,NF1,ENSG00000139083,ETV6,889,ENSG00000196712,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,IL23_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.013346379,0.079214427,1.919694763,1,0.016495714,0.018535037,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.46557735,IL23,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,SIGNALING_EVENTS_MEDIATED_BY_FOCAL_ADHESION_KINASE,SomaticPathway,TF,0.008550666,0.135796227,1.574772795,1,0.001176522,0.018560441,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.442336637,SIGNALING,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,SIGNALING_EVENTS_MEDIATED_BY_THE_HEDGEHOG_FAMILY,SomaticPathway,TF,0.003860551,0.121518718,1.609081933,1,0.004999206,0.023044599,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.342640366,SIGNALING,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,TRAIL_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.026151226,0.192987907,1.36210551,1,0.016060648,0.028491292,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.270871264,TRAIL,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,EPHRIN_B_REVERSE_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.012916796,0.210073364,1.310935765,1,0.002313119,0.031147488,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.230213807,EPHRIN,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,IL1_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.031711789,0.164800315,1.492162549,1,0.019681638,0.036654761,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.178525552,IL1,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,EPHB_FORWARD_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.081204611,0.158966844,1.479409316,1,0.017659573,0.035542896,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.163551818,EPHB,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,ATYPICAL_NF_KAPPAB_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.013346379,0.079214427,1.919694763,1,0.019903632,0.037642307,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.1552208,ATYPICAL,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,GMCSF_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.015109489,0.132879011,1.610130934,1,0.033302544,0.040053082,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.125247937,GMCSF,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,SIGNALING_EVENTS_REGULATED_BY_RET_TYROSINE_KINASE,SomaticPathway,TF,0.015109489,0.132879011,1.610130934,1,0.010967511,0.043084021,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.092233319,SIGNALING,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,OSTEOPONTIN_MEDIATED_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.026151226,0.192987907,1.36210551,1,0.014394637,0.044836591,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.074712088,OSTEOPONTIN,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,NEUROTROPHIC_FACTOR_MEDIATED_TRK_RECEPTOR_SIGNALING,SomaticPathway,TF,0.018343072,0.218679756,1.289638807,1,0.015361546,0.045334368,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.059479603,NEUROTROPHIC,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,PDGFR_ALPHA_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.136387633,0.220505334,1.278773668,1,0.042396718,0.047181399,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.042870471,PDGFR,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,NEPHRIN_NEPH1_SIGNALING_IN_THE_KIDNEY_PODOCYTE_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.026199811,0.402725059,0.868612994,1,0.011574318,0.049023012,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,1,SignificantCoxHR,0.555375794,1.63E-13,2.040375053,NEPHRIN,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.56356685,0.005988024,0.001996008,0.698612872,0.001996008,0.001996008,0.69827478,0.001996008,0.001996008,0.900063974,0.001996008,0.001996008,0.693935301,0.001996008,0.001996008,GPR98_code_potential_somatic,SomaticGene,TF,,,,1,0.0379216,0.003402637,4.820498915,1.43E-06,-0.175286674,0.860854382,2.839827266,0.004513797,2.319034996,0.020393139,,,,,,,,,,,-1,SignificantCoxHR,0.555375794,1.63E-13,-3.570623218,GPR98,ENSG00000139083,ETV6,889,#N/A,-0.041281634,173.4124892
0.725786664,0.001996008,0.001996008,0.721959043,0.001996008,0.001996008,0.665721102,0.001996008,0.001996008,0.674775552,0.001996008,0.001996008,0.739360048,0.001996008,0.001996008,SEMA3C_code_potential_somatic,SomaticGene,TF,0.016215163,0.119426681,-1.984449353,1,0.027800332,0.024155301,6.903668617,5.07E-12,1.269797773,0.204156674,6.937342677,4.00E-12,3.004621416,0.002659116,,,,,,,,,,,-1,SignificantCoxHR,0.321393907,4.37E-06,-2.573629359,SEMA3C,ENSG00000213928,IRF9,79,ENSG00000075223,-0.040414652,36.29541711
0.725786664,0.001996008,0.001996008,0.721959043,0.001996008,0.001996008,0.665721102,0.001996008,0.001996008,0.674775552,0.001996008,0.001996008,0.739360048,0.001996008,0.001996008,TP53_code_potential_somatic,SomaticGeneMain,TF,0.145691569,0.207139354,-1.281538918,0.909090909,0.000809143,3.54E-06,6.903668617,5.07E-12,1.269797773,0.204156674,6.937342677,4.00E-12,3.004621416,0.002659116,,,,,,,,,,,-1,SignificantCoxHR,0.321393907,4.37E-06,-4.845196907,TP53,ENSG00000213928,IRF9,79,ENSG00000141510,-0.040414652,36.29541711
0.725786664,0.001996008,0.001996008,0.721959043,0.001996008,0.001996008,0.665721102,0.001996008,0.001996008,0.674775552,0.001996008,0.001996008,0.739360048,0.001996008,0.001996008,LPA_RECEPTOR_MEDIATED_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.172015894,0.148419421,1.502220197,1,0.025075353,0.023808595,6.903668617,5.07E-12,1.269797773,0.204156674,6.937342677,4.00E-12,3.004621416,0.002659116,,,,,,,,,,,1,SignificantCoxHR,0.321393907,4.37E-06,2.301576169,LPA,ENSG00000213928,IRF9,79,ENSG00000198670,-0.040414652,36.29541711
0.725786664,0.001996008,0.001996008,0.721959043,0.001996008,0.001996008,0.665721102,0.001996008,0.001996008,0.674775552,0.001996008,0.001996008,0.739360048,0.001996008,0.001996008,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.237371622,0.064166135,2.014580314,1,0.045475976,0.010247062,6.903668617,5.07E-12,1.269797773,0.204156674,6.937342677,4.00E-12,3.004621416,0.002659116,,,,,,,,,,,1,SignificantCoxHR,0.321393907,4.37E-06,2.634566291,SYNDECAN,ENSG00000213928,IRF9,79,#N/A,-0.040414652,36.29541711
0.725786664,0.001996008,0.001996008,0.721959043,0.001996008,0.001996008,0.665721102,0.001996008,0.001996008,0.674775552,0.001996008,0.001996008,0.739360048,0.001996008,0.001996008,PTR_OF_ADHERENS_JUNCTION_STABILITY_AND_DISSASSEMBLY,SomaticPathway,TF,0.396890674,0.233935211,1.238687511,1,0.031696503,0.017132797,6.903668617,5.07E-12,1.269797773,0.204156674,6.937342677,4.00E-12,3.004621416,0.002659116,,,,,,,,,,,1,SignificantCoxHR,0.321393907,4.37E-06,2.434189903,PTR,ENSG00000213928,IRF9,79,#N/A,-0.040414652,36.29541711
0.729645773,0.001996008,0.001996008,0.770073004,0.001996008,0.001996008,0.718448395,0.001996008,0.001996008,0.771337008,0.001996008,0.001996008,0.7393509,0.001996008,0.001996008,DNAH5_code_potential_somatic,SomaticGeneMain,TF,0.448801965,0.093460312,2.272149135,1,0.02340729,0.025550858,6.019737954,1.75E-09,-0.536347735,0.591718246,5.768113202,8.02E-09,3.348867551,0.000811426,,,,,,,,,,,1,SignificantCoxHR,0.383667767,1.40E-10,2.458713008,DNAH5,ENSG00000213928,IRF9,81,ENSG00000039139,-0.040414652,123.94154
0.729645773,0.001996008,0.001996008,0.770073004,0.001996008,0.001996008,0.718448395,0.001996008,0.001996008,0.771337008,0.001996008,0.001996008,0.7393509,0.001996008,0.001996008,SEMA3C_code_potential_somatic,SomaticGene,TF,0.052594394,0.165882115,-1.75179436,1,0.027800332,0.015410411,6.019737954,1.75E-09,-0.536347735,0.591718246,5.768113202,8.02E-09,3.348867551,0.000811426,,,,,,,,,,,-1,SignificantCoxHR,0.383667767,1.40E-10,-2.809893862,SEMA3C,ENSG00000213928,IRF9,81,ENSG00000075223,-0.040414652,123.94154
0.729645773,0.001996008,0.001996008,0.770073004,0.001996008,0.001996008,0.718448395,0.001996008,0.001996008,0.771337008,0.001996008,0.001996008,0.7393509,0.001996008,0.001996008,LRP2_code_potential_somatic,SomaticGeneMain,TF,0.789924199,0.777038658,0.301242279,1,0.012920792,0.027334026,6.019737954,1.75E-09,-0.536347735,0.591718246,5.768113202,8.02E-09,3.348867551,0.000811426,,,,,,,,,,,1,SignificantCoxHR,0.383667767,1.40E-10,2.389937753,LRP2,ENSG00000213928,IRF9,81,ENSG00000081479,-0.040414652,123.94154
0.729645773,0.001996008,0.001996008,0.770073004,0.001996008,0.001996008,0.718448395,0.001996008,0.001996008,0.771337008,0.001996008,0.001996008,0.7393509,0.001996008,0.001996008,TP53_code_potential_somatic,SomaticGeneMain,TF,0.472464574,0.538452341,0.619910903,0.909090909,0.000809143,0.000295369,6.019737954,1.75E-09,-0.536347735,0.591718246,5.768113202,8.02E-09,3.348867551,0.000811426,,,,,,,,,,,-1,SignificantCoxHR,0.383667767,1.40E-10,-3.730131473,TP53,ENSG00000213928,IRF9,81,ENSG00000141510,-0.040414652,123.94154
0.729645773,0.001996008,0.001996008,0.770073004,0.001996008,0.001996008,0.718448395,0.001996008,0.001996008,0.771337008,0.001996008,0.001996008,0.7393509,0.001996008,0.001996008,GPR98_code_potential_somatic,SomaticGene,TF,0.181010734,0.001698269,-3.94168312,1,0.010282723,0.003889839,6.019737954,1.75E-09,-0.536347735,0.591718246,5.768113202,8.02E-09,3.348867551,0.000811426,,,,,,,,,,,-1,SignificantCoxHR,0.383667767,1.40E-10,-3.511190188,GPR98,ENSG00000213928,IRF9,81,#N/A,-0.040414652,123.94154
0.683658271,0.001996008,0.001996008,0.721618623,0.001996008,0.001996008,0.626734356,0.001996008,0.001996008,0.639542515,0.001996008,0.001996008,0.651653979,0.001996008,0.001996008,TP53_code_potential_somatic,SomaticGeneMain,TF,0.120232979,0.76931619,-0.294630123,0.909090909,0.000809143,0.000697633,6.5256295,6.77E-11,-0.421753578,0.673204893,5.371758739,7.80E-08,2.462052162,0.013814457,,,,,,,,,,,-1,SignificantCoxHR,0.510379518,6.98E-24,-3.485061106,TP53,ENSG00000213928,IRF9,75,ENSG00000141510,-0.040414652,218.1453634
0.836825603,0.001996008,0.001996008,0.873463558,0.001996008,0.001996008,0.833728895,0.001996008,0.001996008,0.942706839,0.001996008,0.001996008,0.789382768,0.001996008,0.001996008,TP53_code_potential_somatic,SomaticGeneMain,TF,0.123789768,0.959971897,0.050388239,0.909090909,0.000809143,0.000392828,7.358674121,1.86E-13,1.160852545,0.24570187,6.652607848,2.88E-11,3.459401139,0.000541378,0,0,0,0,0,0,0,7.704414355,0,0,-1,SignificantCoxHRAndCancerHallmarkAssociation,0.633507303,7.68E-35,-3.654745016,TP53,ENSG00000213928,IRF9,90,ENSG00000141510,-0.040414652,281.8563971
0.451678335,0.229540918,0.139720559,0.553838949,0.001996008,0.001996008,0.597203367,0.001996008,0.001996008,0.873721716,0.081836327,0.175648703,0.599678756,0.001996008,0.001996008,TP53_code_potential_somatic,SomaticGeneMain,TF,0.249985942,0.191627674,1.361701892,0.909090909,0.000809143,1.15E-05,4.759306828,1.94E-06,-0.254772387,0.798898904,3.195279657,0.001396954,2.47439461,0.013346219,,,,,,,,,,,-1,SignificantCoxHR,0.674356103,6.82E-14,-4.531596865,TP53,ENSG00000213928,IRF9,84,ENSG00000141510,-0.040414652,161.9434783
0.451678335,0.229540918,0.139720559,0.553838949,0.001996008,0.001996008,0.597203367,0.001996008,0.001996008,0.873721716,0.081836327,0.175648703,0.599678756,0.001996008,0.001996008,ANGIOPOIETIN_RECEPTOR_TIE2_MEDIATED_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,SomaticPathway,TF,0.703206978,0.779168746,0.294592241,1,0.038822521,0.032763246,4.759306828,1.94E-06,-0.254772387,0.798898904,3.195279657,0.001396954,2.47439461,0.013346219,,,,,,,,,,,1,SignificantCoxHR,0.674356103,6.82E-14,2.199511065,ANGIOPOIETIN,ENSG00000213928,IRF9,84,#N/A,-0.040414652,161.9434783
0.62435338,0.001996008,0.001996008,0.597918352,0.001996008,0.001996008,0.647076208,0.001996008,0.001996008,0.544542663,0.001996008,0.001996008,0.639133151,0.001996008,0.001996008,IDH1_code_potential_somatic,SomaticGeneMain,TF,0.012829071,0.198687629,1.449795979,0.571428571,4.21E-08,7.67E-06,6.493947165,8.36E-11,0.286441936,0.77453966,6.536386243,6.30E-11,2.683993221,0.007274858,,,,,,,,,,,-1,SignificantCoxHR,0.349467701,2.56E-09,-5.896811614,IDH1,ENSG00000176165,FOXG1,3181,ENSG00000138413,-0.038817355,78.04705643
0.62435338,0.001996008,0.001996008,0.597918352,0.001996008,0.001996008,0.647076208,0.001996008,0.001996008,0.544542663,0.001996008,0.001996008,0.639133151,0.001996008,0.001996008,SEMA3C_code_potential_somatic,SomaticGene,TF,0.282912137,0.049584764,-3.003538796,1,0.015239775,0.004318964,6.493947165,8.36E-11,0.286441936,0.77453966,6.536386243,6.30E-11,2.683993221,0.007274858,,,,,,,,,,,-1,SignificantCoxHR,0.349467701,2.56E-09,-3.51497535,SEMA3C,ENSG00000176165,FOXG1,3181,ENSG00000075223,-0.038817355,78.04705643
0.62435338,0.001996008,0.001996008,0.597918352,0.001996008,0.001996008,0.647076208,0.001996008,0.001996008,0.544542663,0.001996008,0.001996008,0.639133151,0.001996008,0.001996008,ATRX_code_potential_somatic,SomaticGene,TF,0.060572599,0.000623268,-6.460301974,0.777777778,0.001149455,0.000306519,6.493947165,8.36E-11,0.286441936,0.77453966,6.536386243,6.30E-11,2.683993221,0.007274858,,,,,,,,,,,-1,SignificantCoxHR,0.349467701,2.56E-09,-4.536539494,ATRX,ENSG00000176165,FOXG1,3181,ENSG00000085224,-0.038817355,78.04705643
